highway,lat,lon
motorway_junction,42.4491091,-92.2003334
motorway_junction,42.356097,-92.0707397
motorway_junction,42.416969,-92.177218
motorway_junction,42.4586479,-92.298132
motorway_junction,42.4560757,-92.3067274
motorway_junction,42.4550448,-92.2497396
motorway_junction,42.4449747,-92.1891868
motorway_junction,42.4094157,-92.166064
motorway_junction,42.4562462,-92.3970126
motorway_junction,42.4598741,-92.4105967
motorway_junction,42.5303074,-92.3880876
motorway_junction,42.2482985,-91.895431
motorway_junction,42.231834,-91.872658
motorway_junction,42.4530449,-92.3388397
motorway_junction,42.4531755,-92.3544406
motorway_junction,42.4536483,-92.3680021
motorway_junction,42.4501857,-92.1548227
motorway_junction,42.4498581,-92.1822407
motorway_junction,42.4645584,-92.4376531
motorway_junction,42.4892071,-92.3354495
motorway_junction,42.225438,-91.861389
motorway_junction,42.241758,-91.886716
motorway_junction,42.034823,-93.808093
motorway_junction,42.029708,-94.020151
motorway_junction,42.029479,-94.035876
motorway_junction,42.034648,-93.822262
motorway_junction,42.4647797,-92.3154865
motorway_junction,42.6921687,-92.477846
motorway_junction,42.0184561,-93.7116117
motorway_junction,42.7091809,-92.3371048
motorway_junction,42.652706,-92.4601456
motorway_junction,42.4475221,-91.9265831
motorway_junction,42.463389,-91.6541174
motorway_junction,42.3164612,-91.9832362
motorway_junction,42.4490303,-92.0630504
motorway_junction,42.4484327,-91.8972654
motorway_junction,42.4640977,-91.6396575
motorway_junction,42.4495067,-92.0477853
motorway_junction,42.3081132,-91.9725757
motorway_junction,42.4484184,-91.9120461
motorway_junction,42.3261913,-91.9946913
motorway_junction,42.3518101,-92.0585733
motorway_junction,42.449102,-91.883109
motorway_junction,42.461583,-91.7607789
motorway_junction,42.46167,-91.746296
motorway_junction,42.3439408,-92.0383921
motorway_junction,41.4970834,-94.9526139
motorway_junction,41.497167,-95.010643
motorway_junction,41.497471,-95.122618
motorway_junction,41.496801,-95.067478
motorway_junction,41.497393,-94.997434
motorway_junction,41.4974389,-94.8652941
motorway_junction,41.497339,-94.871198
motorway_junction,41.4969624,-95.0533724
motorway_junction,41.497107,-95.112884
motorway_junction,41.6406983,-91.0576958
motorway_junction,41.640558,-91.051327
motorway_junction,41.496984,-94.754044
motorway_junction,41.663462,-91.2448104
motorway_junction,41.496925,-94.762767
motorway_junction,41.6337043,-90.914077
motorway_junction,41.645008,-91.1093082
motorway_junction,41.644602,-91.0818948
motorway_junction,41.6352998,-91.0314692
motorway_junction,41.636943,-91.039566
motorway_junction,41.64446,-91.0916491
motorway_junction,41.634001,-90.923421
motorway_junction,41.663857,-91.351245
motorway_junction,41.663301,-91.2546909
motorway_junction,41.646012,-91.146722
motorway_junction,41.644905,-91.113215
motorway_junction,41.646091,-91.156856
motorway_junction,43.0730395,-92.3333664
motorway_junction,43.0839258,-92.3277808
motorway_junction,43.0618404,-92.3350095
motorway_junction,43.084978,-92.311116
motorway_junction,43.0248455,-92.3242183
motorway_junction,43.035516200000004,-92.3290295
motorway_junction,41.016831,-93.794692
motorway_junction,41.025832,-93.794482
motorway_junction,41.041654,-93.790605
motorway_junction,41.047548,-93.78615
motorway_junction,41.066282,-93.781188
motorway_junction,40.985302,-93.797512
motorway_junction,41.010381,-93.796766
motorway_junction,41.023057,-93.794071
motorway_junction,41.073482,-93.781212
motorway_junction,40.976106,-93.797633
motorway_junction,40.995739,-93.799584
motorway_junction,40.96733,-93.79722
motorway_junction,41.819945,-90.568475
motorway_junction,41.8321863,-90.5696768
motorway_junction,41.8087862,-90.5610145
motorway_junction,41.8073831,-90.5325207
motorway_junction,41.8155445,-90.3608788
motorway_junction,41.8157428,-90.3488751
motorway_junction,41.8082959,-90.5670604
motorway_junction,40.874121,-93.802271
motorway_junction,40.627386,-93.88701
motorway_junction,40.816003,-93.825548
motorway_junction,40.743263,-93.841771
motorway_junction,40.6504779,-93.8617338
motorway_junction,42.4639586,-91.4874542
motorway_junction,42.4708425,-91.4441812
motorway_junction,42.469561,-91.34602
motorway_junction,42.4710442,-91.1524852
motorway_junction,40.65548,-93.858329
motorway_junction,40.866094,-93.802618
motorway_junction,40.807725,-93.82884
motorway_junction,40.733885,-93.842996
motorway_junction,40.61964,-93.893355
motorway_junction,42.4899525,-90.6776467
motorway_junction,43.0608137,-92.7176514
motorway_junction,43.094607,-92.720388
motorway_junction,43.085424,-92.717925
motorway_junction,43.1165827,-93.015141
motorway_junction,43.038929,-92.664735
motorway_junction,43.038558,-92.679638
motorway_junction,42.6684844,-93.459067
motorway_junction,42.7980067,-93.3634026
motorway_junction,42.7411703,-93.4016819
motorway_junction,43.053343,-92.717743
motorway_junction,42.8969281,-93.3510027
motorway_junction,42.8088648,-93.3555294
motorway_junction,42.7515282,-93.3936925
motorway_junction,42.8868412,-93.3504997
motorway_junction,42.6786211,-93.4528497
motorway_junction,40.752695,-95.817492
motorway_junction,40.76286,-95.81546
motorway_junction,40.88265,-95.800061
motorway_junction,40.684734,-95.779543
motorway_junction,40.817871,-95.806165
motorway_junction,40.6935528,-95.7862989
motorway_junction,40.604681,-95.681685
motorway_junction,40.703584,-95.793223
motorway_junction,40.595834,-95.6729923
motorway_junction,42.3935727,-93.5703624
motorway_junction,42.4495309,-93.8970141
motorway_junction,40.826194,-95.806787
motorway_junction,40.892186,-95.799528
motorway_junction,42.4488802,-93.5620834
motorway_junction,42.4536134,-93.5690931
motorway_junction,42.4653292,-93.5686997
motorway_junction,42.3052099,-93.5694905
motorway_junction,42.4492963,-93.7124726
motorway_junction,42.4487635,-93.5692345
motorway_junction,41.510751,-95.908736
motorway_junction,41.5551343,-95.9174791
motorway_junction,41.581024,-95.938309
motorway_junction,41.745079,-96.047327
motorway_junction,41.59467,-95.955944
motorway_junction,41.521426,-95.917762
motorway_junction,41.716468,-96.045516
motorway_junction,41.545836,-95.917371
motorway_junction,41.804916,-96.058351
motorway_junction,41.623993,-95.993328
motorway_junction,41.798776,-96.052339
motorway_junction,41.615999,-95.982892
motorway_junction,41.740975,-96.047614
motorway_junction,41.706251,-96.043635
motorway_junction,40.987535,-91.526911
motorway_junction,40.9175575,-91.4183635
motorway_junction,40.9886032,-91.5503787
motorway_junction,40.932481,-91.537473
motorway_junction,40.942457,-91.531048
motorway_junction,40.9098459,-91.4097216
motorway_junction,40.9547472,-91.5222134
motorway_junction,40.9562843,-91.511362
motorway_junction,40.9702131,-91.6410385
motorway_junction,41.6882395,-92.0588886
motorway_junction,41.6876317,-91.9181566
motorway_junction,41.6870231,-92.0157036
motorway_junction,41.6871985,-92.0015895
motorway_junction,41.6894716,-92.0750801
motorway_junction,41.6962881,-92.2717544
motorway_junction,41.696021,-92.1555794
motorway_junction,41.695958,-92.1691297
motorway_junction,41.6958684,-92.287160600000007
motorway_junction,41.6936544,-93.2401077
motorway_junction,41.695265,-92.7807469
motorway_junction,41.59133,-93.244169
motorway_junction,41.5112331,-93.107083
motorway_junction,41.5115304,-93.0939784
motorway_junction,41.6876568,-91.9039224
motorway_junction,41.6830835,-92.8959015
motorway_junction,41.6955079,-92.7682841
motorway_junction,41.695441,-92.787972
motorway_junction,41.683911,-93.071609
motorway_junction,41.6832268,-93.0781169
motorway_junction,41.695175,-92.8033667
motorway_junction,41.6904367,-93.2543398
motorway_junction,41.689078,-93.175672
motorway_junction,41.538944,-93.13005
motorway_junction,41.549587,-93.134519
motorway_junction,41.594893,-93.2519543
motorway_junction,41.6959269,-92.2258873
motorway_junction,41.6956641,-92.2367741
motorway_junction,41.6823794,-92.9925874
motorway_junction,41.692223,-93.184354
motorway_junction,41.681905,-92.9104857
motorway_junction,41.6827735,-93.0077279
motorway_junction,41.757702,-91.642281
motorway_junction,41.853124,-91.668276
motorway_junction,41.747002,-91.642153
motorway_junction,41.842498,-91.665473
motorway_junction,41.661182,-91.603819
motorway_junction,41.652915,-91.591822
motorway_junction,41.63781,-91.571653
motorway_junction,41.694453,-91.629175
motorway_junction,41.687409,-91.634233
motorway_junction,41.6856575,-91.5463736
motorway_junction,41.559624,-91.54496
motorway_junction,41.6856823,-91.5585772
motorway_junction,41.54926,-91.544441
motorway_junction,41.693991,-91.672657
motorway_junction,41.694192,-91.64633
motorway_junction,41.686343,-91.571083
motorway_junction,41.609246,-91.550181
motorway_junction,41.694269,-91.637919
motorway_junction,41.629644,-91.563973
motorway_junction,41.6868754,-91.508105
motorway_junction,41.6877793,-91.7970896
motorway_junction,41.692497,-91.608382
motorway_junction,41.694448,-91.638554
motorway_junction,41.686669,-91.491792
motorway_junction,41.6944892,-91.6083508
motorway_junction,41.69397,-91.660265
motorway_junction,41.669045,-91.438043
motorway_junction,41.695109,-91.608619
motorway_junction,41.673576,-91.451096
motorway_junction,41.694051,-91.616556
motorway_junction,41.693775,-91.600192
motorway_junction,41.694392,-91.68746
motorway_junction,41.694284,-91.675868
motorway_junction,42.098362,-91.267002
motorway_junction,42.0707392,-91.3264203
motorway_junction,42.1093585,-91.2671405
motorway_junction,42.0708641,-91.337864
motorway_junction,41.8722958,-91.6700932
motorway_junction,41.884894,-91.670497
motorway_junction,41.9752089,-91.6761512
motorway_junction,41.9471526,-91.7482278
motorway_junction,41.9269369,-91.649813
motorway_junction,41.9271288,-91.6703315
motorway_junction,41.926868,-91.6699462
motorway_junction,41.926509,-91.63874
motorway_junction,42.174271,-91.784875
motorway_junction,41.9413638,-91.669618
motorway_junction,41.9221119,-91.6702994
motorway_junction,41.9866295,-91.6620607
motorway_junction,41.863083,-91.668902
motorway_junction,41.9924351,-91.663882
motorway_junction,42.0064694,-91.6655001
motorway_junction,42.0024648,-91.6663727
motorway_junction,41.9273462,-91.676737
motorway_junction,41.949433,-91.6711
motorway_junction,41.9267288,-91.6576529
motorway_junction,42.0288065,-91.6731041
motorway_junction,42.167289,-91.774218
motorway_junction,41.963427,-91.792678
motorway_junction,41.9993841,-91.6669986
motorway_junction,41.9548634,-91.7697337
motorway_junction,42.0483022,-91.6900763
motorway_junction,41.9433301,-91.7334096
motorway_junction,41.9781393,-91.6748399
motorway_junction,41.895884,-91.671498
motorway_junction,41.934404,-91.6692947
motorway_junction,41.9815682,-91.6670369
motorway_junction,42.0161728,-91.6669695
motorway_junction,42.0123465,-91.6672771
motorway_junction,42.0385743,-91.6772818
motorway_junction,42.0285126,-91.6786354
motorway_junction,41.98116,-91.667888
motorway_junction,41.9269395,-91.6750271
motorway_junction,42.0418316,-91.6787097
motorway_junction,41.96087,-91.670918
motorway_junction,41.926228,-91.541045
motorway_junction,41.9270177,-91.6604313
motorway_junction,41.9301819,-91.5430344
motorway_junction,41.9286087,-91.6809613
motorway_junction,42.0966187,-91.7018277
motorway_junction,42.0881668,-91.701269
motorway_junction,42.0286117,-91.6618261
motorway_junction,41.940076,-91.722463
motorway_junction,41.936748,-91.708559
motorway_junction,41.926418,-91.536676
motorway_junction,42.0221783,-91.6688054
motorway_junction,41.9274023,-91.6697138
motorway_junction,41.0050001,-93.312098
motorway_junction,41.0047681,-93.3061817
motorway_junction,41.9267787,-91.6363235
motorway_junction,41.9521132,-91.6707505
motorway_junction,42.0168667,-91.6666259
motorway_junction,42.0279742,-91.6965208
motorway_junction,41.493691,-94.236695
motorway_junction,41.3217237,-93.1461792
motorway_junction,41.4156825,-92.9544444
motorway_junction,42.0081892,-93.028301
motorway_junction,42.0049354,-92.8756273
motorway_junction,42.0037127,-92.9048447
motorway_junction,41.0553756,-95.8208504
motorway_junction,41.08676,-95.829793
motorway_junction,41.144888,-95.821547
motorway_junction,41.154108,-95.822882
motorway_junction,41.006115,-95.8080747
motorway_junction,41.98994,-96.109059
motorway_junction,41.075169,-95.825068
motorway_junction,41.037582,-95.759149
motorway_junction,42.1248681,-96.2022315
motorway_junction,42.0220598,-96.128396
motorway_junction,41.925176,-96.103874
motorway_junction,41.0334421,-95.7523965
motorway_junction,40.996995,-95.804684
motorway_junction,41.522886,-93.761481
motorway_junction,41.578158,-93.513174
motorway_junction,41.622673,-93.7766969
motorway_junction,41.7963522,-93.5704818
motorway_junction,41.6533668,-93.5730367
motorway_junction,41.65076,-93.577737
motorway_junction,41.2749966,-95.8863124
motorway_junction,41.2672975,-95.9084796
motorway_junction,41.2612734,-95.9128013
motorway_junction,41.2599582,-95.9070711
motorway_junction,41.5167803,-93.7142188
motorway_junction,41.522564,-93.7380887
motorway_junction,41.6107211,-93.7767204
motorway_junction,41.493702999999996,-95.846807
motorway_junction,41.4975105,-95.34496
motorway_junction,41.649617,-93.611301
motorway_junction,41.498737,-95.444336
motorway_junction,41.498729,-95.457045
motorway_junction,41.2427922,-95.9051732
motorway_junction,41.6495524,-93.5746145
motorway_junction,41.270065,-95.905967
motorway_junction,41.59414,-93.777049
motorway_junction,41.494575,-95.897501
motorway_junction,41.2321168,-95.832667
motorway_junction,41.522647,-93.757715
motorway_junction,41.4989921,-95.5945846
motorway_junction,41.494563,-95.860846
motorway_junction,41.216149,-95.827023
motorway_junction,41.270495,-95.904009
motorway_junction,41.592077,-93.78615
motorway_junction,41.590878,-93.781421
motorway_junction,41.592343,-93.768741
motorway_junction,41.59752,-93.777208
motorway_junction,41.5924376,-93.6887912
motorway_junction,41.438086,-95.61744
motorway_junction,41.6357138,-93.7771007
motorway_junction,41.5928357,-93.6969191
motorway_junction,41.693184,-93.774643
motorway_junction,41.497999,-95.552792
motorway_junction,41.511291,-93.532339
motorway_junction,41.498812,-95.53962
motorway_junction,41.2391359,-95.9021212
motorway_junction,41.35026,-95.89724
motorway_junction,41.6513924,-93.7671283
motorway_junction,41.2444879,-95.8199345
motorway_junction,41.346459,-95.943626
motorway_junction,41.5932868,-93.7226109
motorway_junction,41.2504152,-95.9066822
motorway_junction,41.7078482,-93.5764341
motorway_junction,41.2603223,-95.9174425
motorway_junction,41.639444,-93.507059
motorway_junction,41.34664,-95.928277
motorway_junction,41.652385,-93.516354
motorway_junction,41.352178,-95.907201
motorway_junction,41.2758529,-95.8774129
motorway_junction,41.497569,-95.265861
motorway_junction,41.5218872,-93.7313347
motorway_junction,41.498985,-95.577613
motorway_junction,41.492647,-95.585381
motorway_junction,41.571824,-93.513116
motorway_junction,41.518083,-93.519726
motorway_junction,41.498795,-95.608973
motorway_junction,41.2575853,-95.9069617
motorway_junction,41.360666,-95.901037
motorway_junction,41.28318,-95.782766
motorway_junction,41.2256931,-95.8364433
motorway_junction,41.6494551,-93.7729986
motorway_junction,41.490286,-95.900713
motorway_junction,41.6493908,-93.6269914
motorway_junction,41.6200591,-93.77696
motorway_junction,41.652369,-93.706233
motorway_junction,41.415523,-95.90018
motorway_junction,41.4988048,-95.7464016
motorway_junction,41.499165,-95.790823
motorway_junction,41.2327107,-95.8505087
motorway_junction,41.658818,-93.529458
motorway_junction,41.2607786,-95.9152926
motorway_junction,41.654414,-93.517441
motorway_junction,41.4225174,-95.9005636
motorway_junction,41.604667,-93.496497
motorway_junction,41.2383379,-95.8254172
motorway_junction,41.5933351,-93.654742100000007
motorway_junction,41.2326114,-95.8732214
motorway_junction,41.498869,-95.901352
motorway_junction,41.4973835,-95.2166493
motorway_junction,41.519085,-93.775104
motorway_junction,41.6493816,-93.609191
motorway_junction,41.6504649,-93.5915644
motorway_junction,41.505672,-95.902945
motorway_junction,41.514319,-93.672675
motorway_junction,41.2213612,-95.833077
motorway_junction,41.7862261,-93.570410999999993
motorway_junction,41.651056,-93.5821034
motorway_junction,41.287561,-95.867415
motorway_junction,41.592572,-93.670392
motorway_junction,41.683609,-93.7744
motorway_junction,41.370423,-95.681398
motorway_junction,41.3805023,-95.6715144
motorway_junction,41.443443,-95.606898
motorway_junction,41.6232882,-93.5757448
motorway_junction,41.4936502,-95.9012283
motorway_junction,41.5956753,-93.6171781
motorway_junction,41.277033,-95.78627
motorway_junction,41.355217,-95.898292
motorway_junction,41.6188943,-93.5766647
motorway_junction,41.497774,-95.3305
motorway_junction,41.69526,-92.452575
motorway_junction,41.499071,-95.487583
motorway_junction,41.499166,-95.499176
motorway_junction,41.696546,-92.54433
motorway_junction,41.696225,-92.43831
motorway_junction,41.695478,-92.357325
motorway_junction,41.695681,-92.350855
motorway_junction,41.696502,-92.559107
motorway_junction,41.497222,-95.228017
motorway_junction,41.695785,-92.734405
motorway_junction,41.497534,-95.255653
motorway_junction,41.651857,-93.689458
motorway_junction,41.498558,-95.59097
motorway_junction,41.398564,-95.662696
motorway_junction,41.531311,-93.774006
motorway_junction,41.6322262,-93.5754293
motorway_junction,41.594401,-93.65024
motorway_junction,41.6569346,-93.5759454
motorway_junction,41.530226999999996,-93.519296
motorway_junction,41.5953603,-93.6154316
motorway_junction,41.5936631,-93.4986022
motorway_junction,41.680382,-93.399326
motorway_junction,41.406567,-95.655
motorway_junction,41.2478871,-95.9069154
motorway_junction,41.6111859,-93.578627
motorway_junction,41.591199,-93.678809
motorway_junction,41.6968829,-93.5758773
motorway_junction,41.6600357,-93.5224934
motorway_junction,41.5847384,-93.7774742
motorway_junction,41.5136958,-93.6902831
motorway_junction,41.5934146,-93.7146403
motorway_junction,41.592154,-93.759179
motorway_junction,41.5934348,-93.7295871
motorway_junction,41.7365452,-93.5778104
motorway_junction,41.6087576,-93.7770011
motorway_junction,41.5922905,-93.7423832
motorway_junction,41.7266896,-93.5765484
motorway_junction,41.592423,-93.7450214
motorway_junction,41.5932189,-93.7095511
motorway_junction,41.696046,-92.721417
motorway_junction,41.748362,-93.808685
motorway_junction,41.5360619,-93.7743712
motorway_junction,41.59167,-93.777154
motorway_junction,41.687206,-93.5759828
motorway_junction,41.5459067,-93.7761798
motorway_junction,41.2328453,-95.8903908
motorway_junction,41.2307575,-95.8437383
motorway_junction,41.354136,-95.900379
motorway_junction,41.2320659,-95.904136
motorway_junction,41.6459193,-93.5755342
motorway_junction,41.5971874,-93.5932421
motorway_junction,41.2618643,-95.9076331
motorway_junction,41.591966,-90.676029
motorway_junction,41.5127,-90.783562
motorway_junction,41.534861,-90.516379
motorway_junction,41.495038,-90.655225
motorway_junction,41.5999819,-90.610992
motorway_junction,41.599862,-90.625064
motorway_junction,41.63289,-90.864234
motorway_junction,41.661947,-93.5041912
motorway_junction,41.5232529,-90.5131722
motorway_junction,41.597236,-90.577339
motorway_junction,41.595722,-90.570437
motorway_junction,41.511866,-93.525208
motorway_junction,41.554796,-90.525348
motorway_junction,41.5963483,-90.4944894
motorway_junction,41.596911,-90.475242
motorway_junction,41.616328,-90.563291
motorway_junction,41.59604,-90.531026
motorway_junction,41.5698649,-90.5221509
motorway_junction,41.5375457,-90.5168846
motorway_junction,41.5431441,-90.5184927
motorway_junction,41.596304,-90.526679
motorway_junction,41.6331077,-90.8551373
motorway_junction,41.516902,-90.774014
motorway_junction,41.515088,-90.757767
motorway_junction,41.550264,-90.521419
motorway_junction,41.589678,-90.570971
motorway_junction,41.6069078,-90.5648722
motorway_junction,41.615867,-90.779213
motorway_junction,41.509265,-90.747598
motorway_junction,41.601866,-90.567816
motorway_junction,41.59075,-90.371683
motorway_junction,41.597457,-90.451161
motorway_junction,41.6598216,-90.5683266
motorway_junction,41.6497476,-90.5679741
motorway_junction,41.60376,-90.665224
motorway_junction,41.621233,-90.565387
motorway_junction,41.5264257,-90.5138778
motorway_junction,41.560387,-90.522556
motorway_junction,41.630109,-90.568321
motorway_junction,41.487637,-90.6433348
motorway_junction,41.595198,-90.563152
motorway_junction,41.595897,-90.569034
motorway_junction,41.51315,-90.674339
motorway_junction,41.5434964,-90.6782154
motorway_junction,41.596856,-90.467563
motorway_junction,41.596686,-90.569755
motorway_junction,41.617157,-90.786666
motorway_junction,41.591839,-90.523638
motorway_junction,41.68995,-90.566374
motorway_junction,41.503959,-90.670218
motorway_junction,41.699423,-90.565958
motorway_junction,41.533125,-90.675397
motorway_junction,42.0077091,-93.5719126
motorway_junction,42.1232338,-93.5528527
motorway_junction,41.584787,-90.675844
motorway_junction,42.113663,-93.5534545
motorway_junction,41.596486,-90.571193
motorway_junction,42.1610156,-93.5701318
motorway_junction,42.0075791,-93.5707406
motorway_junction,42.003423,-93.633149
motorway_junction,42.0033332,-93.6456544
motorway_junction,41.873062,-93.571079
motorway_junction,42.00781,-93.301862
motorway_junction,42.007739,-93.435983
motorway_junction,42.005536,-93.603429
motorway_junction,42.012415,-93.571341
motorway_junction,42.0071641,-93.5805213
motorway_junction,42.082575,-93.566556
motorway_junction,42.1715208,-93.5708482
motorway_junction,42.1928456,-93.5707255
motorway_junction,41.882969,-93.5712731
motorway_junction,42.030101,-93.570752
motorway_junction,41.603623,-90.686718
motorway_junction,42.0082878,-93.5640612
motorway_junction,42.0731664,-93.5673358
motorway_junction,42.1821032,-93.5705537
motorway_junction,42.1347929,-93.5585354
motorway_junction,42.0043043,-93.6177867
motorway_junction,41.579798,-90.5222622
motorway_junction,42.007915,-93.315077
motorway_junction,42.008189,-93.427198
motorway_junction,42.0070002,-93.5787113
motorway_junction,42.0060392,-93.592583200000007
motorway_junction,42.0070768,-93.5712756
motorway_junction,42.0106663,-93.6865238
motorway_junction,41.996888,-93.570842
motorway_junction,41.297631,-93.779676
motorway_junction,41.231975,-93.780941
motorway_junction,41.309521,-93.778492
motorway_junction,41.5019572,-93.6333176
motorway_junction,41.3587593,-93.7797366
motorway_junction,41.367613,-93.780671
motorway_junction,41.1731418,-93.783903
motorway_junction,41.224273,-93.782016
motorway_junction,41.498441,-93.617815
motorway_junction,41.4764953,-93.7800299
motorway_junction,41.4888413,-93.7805026
motorway_junction,41.503993,-93.637024
motorway_junction,41.508403,-93.563434
motorway_junction,41.094431,-92.444135
motorway_junction,41.5047761,-93.5798789
motorway_junction,41.180178,-93.7841103
motorway_junction,41.09371,-92.435059
motorway_junction,42.4458694,-94.1910959
motorway_junction,42.445215,-94.176309
motorway_junction,42.450388,-94.117095
motorway_junction,42.4292263,-96.3716389
motorway_junction,42.292869,-96.289642
motorway_junction,42.378836,-96.35657
motorway_junction,42.4571882,-96.3309287
motorway_junction,42.4570342,-96.3306754
motorway_junction,42.514679,-96.335059
motorway_junction,42.224319,-96.241133
motorway_junction,42.4937404,-96.4599734
motorway_junction,42.4685069,-96.3235244
motorway_junction,42.546481,-96.340501
motorway_junction,42.4440008,-96.3560306
motorway_junction,42.336218,-96.32501
motorway_junction,42.312549,-96.3049084
motorway_junction,42.444491,-96.3400632
motorway_junction,42.4494994,-96.3355369
motorway_junction,42.2292567,-96.2442572
motorway_junction,42.2322899,-96.2426544
motorway_junction,42.44129,-96.375175
motorway_junction,43.3620733,-93.3492063
motorway_junction,43.449225,-93.350048
motorway_junction,42.4820569,-96.323823
motorway_junction,42.523989,-96.339313
motorway_junction,42.372247,-96.351848
motorway_junction,43.439439,-93.349321
motorway_junction,42.4463837,-96.3765303
motorway_junction,43.35283,-93.3487
motorway_junction,42.4398392,-96.3754836
motorway_junction,42.3960572,-96.3665805
motorway_junction,43.279393,-93.349811
motorway_junction,42.285664,-96.281508
motorway_junction,42.4450619,-96.3641873
