review_num,sentiment_score_afinn
546,2.142857142857143
547,0.8
548,0
549,2
550,0.6
551,0.8571428571428571
552,-0.3333333333333333
553,0.5
554,1.5714285714285714
555,1.625
556,2
557,-0.18181818181818182
558,-0.3333333333333333
559,2.5
560,2.3333333333333335
561,3
562,3
563,2
564,3
566,0
567,1.6666666666666667
568,2.5
569,1.25
570,3
571,2.75
572,3
573,2
574,2
575,1.5555555555555556
576,-0.3333333333333333
577,2
578,1
579,3
580,-0.4
581,1.3333333333333333
582,-1
583,-1.25
584,-2.3333333333333335
585,2.6666666666666665
586,2
587,0.46153846153846156
588,2
589,1.5
590,-1
591,2
592,2
593,2.6666666666666665
594,0.16666666666666666
595,2.5
596,2.25
597,3
599,0.125
600,1.2
601,-0.5
602,-1
604,3
605,0.8333333333333334
606,0.75
607,-2
608,1.1428571428571428
609,2
610,2.3333333333333335
611,1.1111111111111112
612,2
613,1.3333333333333333
614,1.3333333333333333
615,2
616,2
617,1.3333333333333333
618,1.3333333333333333
619,3
620,3
623,-0.4
624,-0.4
625,2.3333333333333335
626,2.3333333333333335
627,2
628,2
631,2
632,2
633,-1
634,-1
635,2
636,-1.4
637,-1
638,1.6666666666666667
639,3
640,0.875
641,1.8
642,3
643,3
644,2.6666666666666665
645,3
646,3
647,3
648,2.6
649,1
650,2.6
651,1
652,4
653,2.142857142857143
654,1.5
655,0
656,-1
657,3
658,3
659,-3
660,-3
661,2
664,2
665,3
666,2
667,2
668,3
669,0.8333333333333334
670,1
671,-3
672,-0.3333333333333333
673,3.3333333333333335
674,2.25
675,1.1666666666666667
677,2.5
678,3
679,1
681,3
683,1.75
684,0.23529411764705882
685,2
686,2.3333333333333335
687,2.6666666666666665
689,-2
690,2
691,0.15384615384615385
692,-1
693,3
694,2
695,2.142857142857143
696,2.75
697,2
698,2.3333333333333335
699,2.2857142857142856
700,0.8
701,2
702,-0.5
703,-3
704,1.6666666666666667
705,2
706,-1.5
707,3
708,2.5
709,0.14285714285714285
710,-1
711,2
712,1.25
713,2.5
714,1.3333333333333333
715,1
716,0.16666666666666666
717,1.3333333333333333
718,3
719,1
720,2.5
721,-1.6
722,-1.6
723,0.1
724,0.1
725,-1
726,-1
727,-0.3333333333333333
728,-0.3333333333333333
729,2
730,2
731,2.125
732,2
733,1.5
734,2.2
735,3.5
736,1.5
738,2
739,2.5
740,3
742,1.6666666666666667
743,2
744,2.6666666666666665
745,1.8888888888888888
746,2.5
747,2.7142857142857144
748,1.7142857142857142
749,-1.25
750,2
751,1.6666666666666667
752,3
753,3
754,3
755,-0.3333333333333333
756,3
757,-0.2222222222222222
758,2.75
759,2.3636363636363638
760,2
761,3
762,2.857142857142857
763,2.5
764,2
765,1
766,3
767,0.14285714285714285
768,2
769,2.3333333333333335
770,1.5
771,2.5
772,1
773,2.25
774,2
775,2.3333333333333335
776,2.6666666666666665
777,1.4
778,0.3333333333333333
779,1
780,2.75
781,0.4
782,2.1666666666666665
783,2
784,1.6666666666666667
785,0.25
786,1
787,3
788,2.5
789,2.3333333333333335
790,1.75
791,2.6666666666666665
792,3
793,-0.25
794,1.6
795,2.1666666666666665
796,1.25
797,2
798,2
801,3
802,4
803,2.5
804,3.3333333333333335
805,2.25
806,3
807,3
808,3
809,0.8333333333333334
810,3
811,2
812,-0.8
813,1.6
814,0.5
815,2
816,2.5
817,3
818,2.3333333333333335
819,2.3333333333333335
820,1.25
821,2.5
822,3.5
823,2.3333333333333335
824,1.3333333333333333
825,2.5
826,-1.3333333333333333
827,3
828,1.8
829,2
830,2.25
831,2.4
832,1
833,2
834,2
835,2
836,2
837,3
838,1.5714285714285714
839,0.5
840,-1.6666666666666667
841,-2
842,-2.3333333333333335
843,3
844,2
845,1
846,0
847,0.6666666666666666
848,1
849,0.3333333333333333
850,-1.5
851,2.5
852,2.25
853,2.2
854,2.8
855,2.6666666666666665
856,1.5714285714285714
857,2.6
858,3
859,3
860,3.5
861,1
862,1.2
863,1.3333333333333333
865,0.5
866,1.25
867,1.125
868,3
869,-3
870,1.8
871,2
872,2
873,2.2
874,1.3333333333333333
876,2.5
877,1
878,2.5
879,2.6666666666666665
880,1
881,2.5
882,-2.5
883,2
884,1
885,2
886,1
887,3
888,2
889,2
890,2
891,2
893,1
894,3
895,2.5
896,2
897,2
898,-1
899,2
900,2.3333333333333335
902,2
903,3
904,0.5
906,3
908,0.9166666666666666
909,3.5
910,1.6666666666666667
911,2
912,3.5
913,3
914,4
915,0.7
916,0.3157894736842105
917,-0.14285714285714285
918,-1
919,0.9230769230769231
920,-1.25
921,1
922,-0.5714285714285714
923,-1
924,3
925,1.25
926,1.8
927,1
928,-1
929,-1
930,-2
931,-3
932,3
933,-0.2857142857142857
934,1.8
935,-0.4166666666666667
936,0.5
937,2.25
938,2
939,2
940,0.5
941,2.142857142857143
942,-2
943,2
944,0.5
945,0
946,0.6666666666666666
947,2.3333333333333335
948,3
949,1.3076923076923077
950,2.5
951,2.5
952,1.5
953,2.3333333333333335
954,1.125
955,1.4615384615384615
956,2.5
957,2.5
958,1.6666666666666667
959,3
960,2.3333333333333335
961,2.857142857142857
962,3
964,1.6666666666666667
965,-0.5
966,2
968,-0.2727272727272727
969,-0.6666666666666666
970,1
971,1.2
972,2.6666666666666665
973,1.75
974,0
975,2.5
976,1.3333333333333333
977,2
978,2
979,-2.2
980,2.6666666666666665
981,1.7777777777777777
983,3
984,3
985,2
986,2
987,3
988,3
989,-1.4444444444444444
990,-2
991,-3
992,2
993,3
994,4
995,3
996,-0.8461538461538461
998,1
999,3
1001,1.4285714285714286
1002,4
1003,2.3333333333333335
1004,2.5
1005,2.3333333333333335
1006,2
1007,2.5
1008,3
1009,2
1010,-1.6666666666666667
1011,-1
1012,3
1013,-1.1428571428571428
1014,4
1015,-1
1016,3
1017,3
1018,2.3333333333333335
1019,2.142857142857143
1020,2.1666666666666665
1021,2
1022,1.6666666666666667
1023,3.3333333333333335
1024,2.8
1025,2.3333333333333335
1026,1.6666666666666667
1027,3.5
1028,3
1029,2.5
1030,-2
1031,3
1032,0.75
1033,3
1034,2
1035,4
1036,3.3333333333333335
1037,1.5
1038,2.6666666666666665
1040,-3
1041,-1
1042,1
1043,2.5
1044,-0.8333333333333334
1045,2.5
1046,2
1047,2.5
1048,2
1049,2
1050,2.6666666666666665
1051,2.6666666666666665
1052,3
1053,-0.5
1054,-3
1055,2
1056,2.5
1057,3
1058,3
1059,2
1060,1.4
1062,3
1064,2
1065,3
1066,4
1067,2.5
1068,1.263157894736842
1069,2.5
1070,1
1071,3
1072,2
1073,3
1074,1.75
1075,3
1077,3
1078,3
1079,3
1080,3.3333333333333335
1081,3
1082,2.5
1083,1
1084,3
1085,2.125
1086,-0.2
1087,3
1088,3
1089,-0.8
1090,2.75
1091,0.75
1092,3
1093,3
1094,1.3636363636363635
1095,-2.5
1096,2.1666666666666665
1098,3
1099,2.5714285714285716
1100,2.2
1101,0.2222222222222222
1102,2.25
1103,2
1104,2.6666666666666665
1105,3
1106,0
1107,1
1108,3
1109,2.25
1110,1
1111,3
1112,3.3333333333333335
1114,2.5
1115,2
1116,1.75
1117,2.8
1118,2.3333333333333335
1119,2.3333333333333335
1120,3
1121,0.7142857142857143
1122,0.6666666666666666
1123,0.3333333333333333
1124,1
1125,2.6666666666666665
1126,1.8333333333333333
1127,2
1128,2.3333333333333335
1129,1.25
1130,2.5
1131,4
1132,2.6666666666666665
1133,2.6666666666666665
1134,3.5
1135,2.3333333333333335
1136,2
1137,-1
1138,1.5
1139,2.5
1140,-1.6
1141,0.2857142857142857
1142,2.4
1143,1
1144,3
1145,3
1146,1.9
1147,1.25
1148,2.142857142857143
1149,-2
1150,3
1151,-0.2
1152,1.25
1153,3
1154,2.3333333333333335
1155,1.3333333333333333
1157,2.6666666666666665
1158,2.5
1159,3
1160,2.1818181818181817
1161,2
1162,1.5
1163,0.5
1164,2.75
1165,0.75
1166,0.4444444444444444
1167,-1
1168,3
1169,2.5
1170,2.3333333333333335
1171,2
1172,1.5
1173,0.3333333333333333
1174,3
1175,3
1176,1.6666666666666667
1177,2.6666666666666665
1179,0.4
1180,2
1181,1
1182,0.7058823529411765
1183,-1.4285714285714286
1184,2.25
1185,2.25
1186,2.4
1187,3
1188,2.6666666666666665
1189,-0.25
1190,2.4
1191,3
1192,2.1666666666666665
1193,0.8
1194,-0.2857142857142857
1195,-1.0769230769230769
1196,2
1197,1.5
1198,2.5
1199,2.6666666666666665
1200,3.25
1201,2.5
1202,1.5
1203,1
1204,2.2
1205,1.75
1206,2.25
1207,1
1208,3
1209,0.6666666666666666
1210,1.4444444444444444
1211,0.5
1212,0.6666666666666666
1213,-0.2857142857142857
1214,1.3333333333333333
1215,-0.6666666666666666
1216,2.3333333333333335
1217,2.75
1218,0
1219,3
1220,2.25
1221,-0.5
1222,0.3333333333333333
1223,0.5
1224,3
1225,-1.4444444444444444
1226,0.6
1227,1.25
1228,0
1229,2
1230,2.25
1231,2
1232,0
1233,1.8333333333333333
1234,-3
1235,3
1236,2
1237,0.5
1238,1.5
1239,3
1240,1.8
1241,-0.5
1242,0
1243,3
1244,-1.9333333333333333
1245,3
1247,2
1248,3
1250,3
1251,1.8
1252,3
1253,2.8
1254,2.3333333333333335
1255,0
1256,1.25
1258,-0.5714285714285714
1259,-2
1260,3
1261,2
1262,0.5
1263,2
1264,0.4
1265,0
1266,1.25
1267,2.5
1268,3
1269,2.3333333333333335
1270,1
1271,1
1272,2
1273,2.6666666666666665
1274,0.6666666666666666
1275,0.375
1276,2.3333333333333335
1277,-2.3333333333333335
1278,0.5
1279,-2
1280,2
1281,1.125
1282,0.5
1283,-1
1284,3
1285,1
1286,1.6666666666666667
1287,-0.5
1288,2
1289,-2
1290,2.75
1291,1.25
1292,1.8333333333333333
1293,2
1294,0.10714285714285714
1295,2.6666666666666665
1296,2.25
1297,2.25
1298,3.3333333333333335
1299,3
1300,2.8
1301,2
1302,2.6666666666666665
1303,2.3333333333333335
1304,3
1305,1.75
1306,2.5
1307,2.6666666666666665
1308,2.3333333333333335
1309,2.2
1310,2.6666666666666665
1312,0.4
1313,-1.75
1314,2.2
1315,0.9090909090909091
1316,3.5
1317,3
1318,2
1319,1.3333333333333333
1320,0
1321,2
1322,3
1323,3
1324,1.3333333333333333
1325,1
1326,0.6
1327,2
1328,0.4
1329,2
1330,2
1331,0
1332,3
1333,3
1334,2.5
1335,3
1336,3
1337,2.5
1338,4
1339,3
1340,4
1341,3
1342,2.5
1343,2
1344,3
1345,3.5
1346,2.5
1347,3
1348,3
1349,4
1350,3
1351,3
1352,3
1353,2
1355,2.5
1357,2
1358,3
1359,3.25
1360,3.25
1361,2
1362,2
1363,3
1364,3
1365,3
1366,3
1367,-1.2
1368,-1.2
1369,3
1371,-3
1372,-3
1374,2
1381,2
1382,3
1383,3
1384,3
1385,3
1386,1.903225806451613
1387,-2
1388,-0.5
1390,2
1393,3
1394,2.3333333333333335
1395,2.5
1396,3
1397,-0.7142857142857143
1398,3
1399,-3
1400,-2
1401,2
1402,3
1403,2
1404,1.6666666666666667
1405,2.5
1406,1.5
1407,1.5
1408,1.5
1409,1.5
1410,3
1411,3
1412,3
1413,3
1414,1
1415,1
1416,1
1417,1
1418,3
1419,3
1420,3
1421,3
1422,2.6666666666666665
1423,2.6666666666666665
1424,2.6666666666666665
1425,2.6666666666666665
1426,1.5
1427,1.5
1428,1.5
1429,1.5
1430,1.5
1431,2.125
1432,2.125
1433,2.125
1434,2.125
1435,2.125
1436,2.75
1437,2.75
1438,2.75
1439,2.75
1440,2.75
1441,0.42857142857142855
1442,0.42857142857142855
1443,0.42857142857142855
1444,0.42857142857142855
1445,0.42857142857142855
1446,2.25
1447,2.25
1448,2.25
1449,2.25
1450,2.25
1451,2.25
1452,2.25
1453,2.25
1454,2.25
1455,2.25
1456,2.6666666666666665
1457,2.6666666666666665
1458,2.6666666666666665
1459,2.6666666666666665
1460,2.6666666666666665
1461,3
1462,3
1463,3
1464,3
1465,3
1466,2.4
1467,2.4
1468,2.4
1469,2.4
1470,2.4
1471,2.142857142857143
1472,2.142857142857143
1473,2.142857142857143
1474,2.142857142857143
1475,2.142857142857143
1476,2.3333333333333335
1477,2.3333333333333335
1478,2.3333333333333335
1479,2.3333333333333335
1480,2.3333333333333335
1481,1
1482,1
1483,1
1484,1
1485,1
1486,1.8333333333333333
1487,1.8333333333333333
1488,1.8333333333333333
1489,1.8333333333333333
1490,1.8333333333333333
1491,3
1492,3
1493,3
1494,3
1495,3
1496,3
1497,3
1498,3
1499,3
1500,3
1501,1.5
1502,1.5
1503,1.5
1504,1.5
1505,2.6
1506,2.6
1507,2.6
1508,2.6
1509,3
1510,3
1511,3
1512,3
1513,3.5
1514,3.5
1515,3.5
1516,3.5
1517,3
1518,3
1519,3
1520,3
1521,1.3333333333333333
1522,1.3333333333333333
1523,1.3333333333333333
1524,1.3333333333333333
1525,2.75
1526,2.75
1527,2.75
1528,2.75
1529,2
1530,2
1531,2
1532,2
1533,2.3333333333333335
1534,2.3333333333333335
1535,2.3333333333333335
1536,2.3333333333333335
1537,3
1538,3
1539,3
1540,3
1541,3
1542,3
1543,3
1544,3
1545,2.5
1546,2.5
1547,2.5
1548,2.5
1549,2.5
1550,2.5
1551,2.5
1552,2.5
1553,2.3333333333333335
1554,2.3333333333333335
1555,2.3333333333333335
1556,2.3333333333333335
1557,2.5
1558,2.5
1559,2.5
1560,2.5
1561,-0.5
1562,-0.5
1563,-0.5
1564,-0.5
1565,1.1875
1566,1.1875
1567,1.1875
1568,1.1875
1569,3
1570,3
1571,3
1572,3
1573,3
1574,3
1575,3
1576,3
1577,-0.8333333333333334
1578,-0.8333333333333334
1579,-0.8333333333333334
1580,-0.8333333333333334
1581,0.4074074074074074
1582,0.4074074074074074
1583,0.4074074074074074
1584,0.4074074074074074
1585,1
1586,1
1587,1
1588,1
1589,3
1590,3
1591,3
1592,3
1593,2.8
1594,2.8
1595,2.8
1596,2.8
1597,1
1598,1
1599,1
1600,1
1601,3
1602,3
1603,0.9
1604,0.9
1605,2
1606,2
1609,2.5
1610,2.5
1611,2.4285714285714284
1612,2.4285714285714284
1613,2.4285714285714284
1614,2.4285714285714284
1615,3
1616,3
1617,3
1618,3
1623,2.5
1624,2.5
1625,2.5
1626,2.5
1627,0
1628,0
1629,0
1630,0
1631,3
1632,3
1633,3
1634,3
1635,3
1636,3
1637,3
1638,3
1639,3
1640,3
1641,2.3333333333333335
1642,2.3333333333333335
1643,2.3333333333333335
1644,2.3333333333333335
1645,2.3333333333333335
1646,2.142857142857143
1647,2.142857142857143
1648,2.142857142857143
1649,2.142857142857143
1650,2.142857142857143
1651,2.8333333333333335
1652,2.8333333333333335
1653,2.8333333333333335
1654,2.8333333333333335
1655,2.8333333333333335
1656,2.625
1657,2.625
1658,2.625
1659,2.625
1660,2.625
1661,1.8571428571428572
1662,1.8571428571428572
1663,1.8571428571428572
1664,1.8571428571428572
1665,1.8571428571428572
1666,2.2857142857142856
1667,2.2857142857142856
1668,2.2857142857142856
1669,3
1670,3
1671,3
1672,1.3333333333333333
1673,1.3333333333333333
1674,1.3333333333333333
1675,2
1676,2
1677,2
1678,3
1679,3
1680,3
1681,3
1682,3
1683,3
1684,3
1685,3
1686,3
1687,2.75
1688,2.75
1689,2.75
1690,2.75
1691,2.7142857142857144
1692,2.7142857142857144
1693,2.7142857142857144
1694,3
1695,3
1696,3
1697,2.6666666666666665
1698,2.6666666666666665
1699,2.6666666666666665
1700,2.6666666666666665
1701,1.6666666666666667
1702,1.6666666666666667
1703,1.6666666666666667
1704,1.6666666666666667
1705,2.5
1706,2.5
1707,2.5
1708,2.5
1709,3
1710,3
1711,3
1712,3
1713,2.5
1714,2.5
1715,2.5
1716,2.5
1717,2.6666666666666665
1718,2.6666666666666665
1719,2.6666666666666665
1720,2.6666666666666665
1721,2.1666666666666665
1722,2.1666666666666665
1723,2.1666666666666665
1724,2.1666666666666665
1725,4
1726,4
1727,4
1728,3.5
1729,3.5
1730,3.5
1731,3.5
1732,3.5
1733,3.5
1734,2.5
1735,2.5
1736,2.5
1737,4
1738,4
1739,4
1740,1.6666666666666667
1741,1.6666666666666667
1742,1.6666666666666667
1743,1.6666666666666667
1744,-1.4545454545454546
1745,-1.4545454545454546
1746,-1.4545454545454546
1747,-1.4545454545454546
1748,-1.25
1749,-1.25
1750,-1.25
1751,-1.25
1752,0
1753,0
1754,0
1755,0
1756,3
1757,3
1758,3
1759,3
1760,0.16666666666666666
1761,0.16666666666666666
1762,0.16666666666666666
1763,0.16666666666666666
1764,2
1765,2
1766,2
1767,2
1768,-3
1769,-3
1770,-3
1771,-3
1772,3
1773,3
1774,3
1775,3
1776,4
1777,4
1778,4
1779,4
1780,2.5
1781,2.5
1782,2.5
1783,2.5
1784,1.5
1785,1.5
1786,1.5
1787,1.5
1788,2.5
1789,2.5
1790,2.5
1791,2.5
1792,3
1793,3
1794,3
1795,3
1796,3
1797,3
1798,3
1799,3
1800,2
1801,2
1802,2
1803,2
1804,2
1805,2
1806,2
1807,2
1808,2
1809,2
1810,2
1811,2
1812,3
1813,3
1814,-0.25
1815,-0.25
1818,2.5
1819,2.5
1820,2
1821,2
1822,2
1823,2
1826,2.5
1827,2.5
1828,2.25
1829,2.25
1830,0.6
1831,0.6
1832,0.6
1833,0.6
1834,3.5
1835,3.5
1836,3.5
1837,3.5
1842,4
1843,4
1844,4
1845,4
1846,3
1847,3
1848,3
1849,3
1850,3
1851,3
1852,0.75
1853,0.75
1854,-0.6
1855,-0.6
1856,3
1857,3
1858,3
1859,3
1860,-0.75
1861,1
1862,0.6666666666666666
1863,4
1864,3.3333333333333335
1865,2
1866,2
1867,2
1871,3.3333333333333335
1872,3.3333333333333335
1873,3.3333333333333335
1877,2.75
1878,2.75
1879,1.5
1880,1.5
1881,3
1882,3
1883,3
1884,3
1885,3
1886,3
1889,3
1890,3
1893,1.8888888888888888
1894,1.8888888888888888
1895,1.8888888888888888
1896,1.8888888888888888
1897,0.5
1898,0.5
1899,0.5
1900,0.5
1901,3.3333333333333335
1902,3.3333333333333335
1903,3.3333333333333335
1904,3.3333333333333335
1905,3
1906,3
1907,3
1908,3
1909,4
1910,4
1911,4
1912,4
1913,2
1914,2
1915,2
1916,2.8
1917,2.8
1918,2.8
1919,2.5
1920,2.5
1921,2.5
1922,2
1923,2
1924,2
1925,2.6666666666666665
1926,2.6666666666666665
1927,2.6666666666666665
1928,2.4
1929,2.4
1930,2.4
1931,2.4
1932,2
1933,2
1934,2
1935,2
1936,2
1937,2
1938,2
1939,2
1940,3
1941,3
1942,3
1943,3
1947,0
1948,0
1949,0
1953,0
1954,0
1955,0
1956,3.5
1957,3.5
1958,3.5
1959,2
1960,2
1961,2
1962,2
1967,2.5
1968,2.5
1969,2.5
1970,4
1971,4
1972,4
1973,3
1974,3
1975,3
1976,4
1977,4
1978,4
1979,2.6666666666666665
1980,2.6666666666666665
1981,2.6666666666666665
1982,2.3333333333333335
1983,0.5
1985,0.5
1986,1.9090909090909092
1987,1.2857142857142858
1988,1.6153846153846154
1990,3
1991,3
1992,2.6666666666666665
1993,1.5
1994,2
1995,3
1996,3
1997,2
1998,2.6
1999,2.6
2000,2
2001,2
2002,2.5
2003,2.5
2004,2.4166666666666665
2005,2.4166666666666665
2006,2.75
2007,2.75
2008,2
2009,1.5
2010,3
2011,1.6666666666666667
2013,2.8
2014,2.8
2015,2.5
2016,2.5
2017,2.8
2018,2.8
2019,2
2020,2
2021,2.6666666666666665
2022,2.6666666666666665
2023,-0.5
2024,-1
2025,2.3333333333333335
2026,-0.4444444444444444
2027,0.5
2028,2
2029,2
2030,2.5
2031,2.5
2032,2.6666666666666665
2033,2.6666666666666665
2034,0.8333333333333334
2035,0.8333333333333334
2036,1.8
2037,1.8
2038,1
2039,1
2040,2.5
2041,2.5
2042,2
2043,2
2044,3
2045,3
2048,0.7142857142857143
2049,0.7142857142857143
2050,2.1666666666666665
2051,2.1666666666666665
2052,2.7142857142857144
2053,2.7142857142857144
2054,0.3333333333333333
2055,0.3333333333333333
2056,0.5714285714285714
2057,0.5714285714285714
2060,3
2061,3
2062,-1
2063,-1
2064,3.5
2065,1.411764705882353
2066,1.6666666666666667
2067,1
2068,2
2069,1.5
2070,1.5
2071,0.4
2072,0.4
2073,3
2074,3
2077,2.6666666666666665
2078,2.6666666666666665
2079,0.5
2080,0.5
2081,0.5
2082,0.5
2083,2.25
2084,2.25
2085,-0.2
2086,1
2087,3
2090,-2
2091,-2
2092,0.5
2093,0.5
2094,3
2095,3
2096,-0.3333333333333333
2097,-0.3333333333333333
2098,0.75
2099,0.75
2100,0.75
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,0
2111,0
2112,0
2113,2.75
2114,2.75
2115,1.3333333333333333
2116,1.3333333333333333
2117,2.5
2118,2.5
2119,5
2120,5
2123,1.3333333333333333
2124,-0.4
2125,-0.7777777777777778
2126,3
2127,0.5
2128,1.3333333333333333
2129,1.3333333333333333
2130,2
2131,2
2132,0.3
2133,0.3
2134,2.3333333333333335
2135,2.3333333333333335
2136,-1
2137,-1
2138,1.125
2139,3
2140,2.5
2141,2.5
2142,-2
2143,-2
2144,1
2145,1
2146,2.5
2147,2.5
2148,2.6666666666666665
2149,2.6666666666666665
2150,2.6
2151,-1.2222222222222223
2152,-0.8
2153,2.5
2154,0.21428571428571427
2155,2.4285714285714284
2156,2.4285714285714284
2157,0
2158,0
2159,2
2160,2
2161,-1
2162,-1
2163,3
2164,3
2165,2
2166,0.5
2167,3
2168,3
2169,3
2170,0.6666666666666666
2171,1
2172,1
2173,2
2174,2
2175,3
2176,3
2179,3
2180,3
2181,0.5
2182,3
2183,2.6666666666666665
2184,2.6666666666666665
2187,3
2188,3
2189,2
2190,2
2191,3
2192,3
2193,2.5
2194,2.75
2195,2.4
2196,2
2197,3
2198,2
2199,2
2200,2
2201,2.5
2202,2.5
2203,2.5
